,SJHBBBM4X52,SJHBBBM4JQZ,SJHBBBM5SGJ,SJHBBBM5TXY,SJHBBBM2GV5,SJHBBBM39BT,SJHBBBM67H6,SJHBBBM2BBR,SJHBBBN9RBJ,SJHBBBM4PX3,SJHBBBN9RDM,SJHBBBN9R9H,SJHBBBM588V,SJHBBBN9RFN,SJHBBBM55F5,SJHBBBM5GW9,SJHBBBM5PY5,SJHBBBM52XR,SJHBBBM5YWS
ENSG00000143614,7490,8209,7272,6171,9972,7356,6851,12820,4496,3374,4018,4567,1692,2373,2586,5184,2586,3680,2256
ENSG00000198837,18346,17081,16804,14440,49156,19255,20388,29695,14586,7816,13773,13366,6029,7854,7566,16607,10672,15138,5137
ENSG00000160741,6369,5548,6441,10194,12090,5701,13609,8989,9079,2485,11442,9068,2275,4045,2421,5270,6426,9946,4264
ENSG00000143570,1314,1885,2207,836,4861,2129,1155,3635,1350,1334,556,1598,621,986,1061,1588,532,1163,574
ENSG00000285779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143578,2444,2510,2278,1903,5466,3023,1246,4370,1227,1259,696,881,605,1229,832,1824,690,1944,476
ENSG00000143543,3696,3612,3751,4022,10014,4523,3843,5691,4085,2286,2375,3473,909,2676,1631,4105,1888,4224,1533
ENSG00000285641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143545,1382,1377,1295,625,5036,1392,1250,1118,1643,680,681,1063,522,1240,691,748,686,975,1537
ENSG00000143552,61,15,11,8,18,3,19,14,7,3,18,9,3,9,3,0,6,12,7
ENSG00000143549,20601,27497,25999,21402,45726,25344,51107,53968,67389,15632,44948,44703,13260,21664,15571,18782,28370,31516,32108
ENSG00000163263,6,2,1,3,2,2,6,7,2,1,9,0,2,0,1,2,2,7,7
ENSG00000143612,3561,5392,5034,3608,11427,5906,2971,8321,4662,3167,3304,3392,1356,2527,2516,4447,2158,5077,2202
ENSG00000143569,8533,8910,10590,11550,16256,9333,14899,17565,10891,5195,13864,13068,3718,5934,4209,7267,9396,12516,8546
ENSG00000143575,1873,2440,2451,1207,6224,2526,1087,3620,1341,1529,645,1146,609,1345,925,2278,552,1861,463
ENSG00000143595,0,2,0,1,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000143515,18078,21114,27154,17288,41407,18401,13762,26348,10402,5223,6325,9089,4180,6080,5056,13885,6346,6130,1655
ENSG00000160712,354,316,289,156,216,191,2300,13512,890,2052,826,2329,1803,1793,1966,2168,2190,610,268
ENSG00000169291,489,19,5039,37,803,10,4,3,7,2,3,0,1,292,2,5,2,3,62
ENSG00000163239,121,2,508,7,232,1,3,1,4,2,2,1,1,48,0,2,0,0,25
ENSG00000160714,5111,5775,5869,6568,11561,6464,5237,8991,5211,3383,4727,4693,1847,2733,2556,5211,3027,5148,1853
ENSG00000160716,2,2,4,16,0,0,6,5,6,1,12,11,3,3,4,0,5,5,2
ENSG00000160710,26844,29111,42594,31803,53702,24468,28560,49065,25369,17377,24317,24361,6810,10252,10626,21888,11248,30948,12237
ENSG00000143603,15,19,5,34,10,8,10,48,23,9,10,19,7,12,10,37,10,8,4
ENSG00000163344,1094,1521,1670,700,3130,1384,861,3701,998,1401,408,766,475,654,928,1175,384,958,225
ENSG00000163346,39786,43304,41371,33947,60463,37318,24520,37258,15771,8854,12627,14974,5038,8167,8125,22390,7118,14563,5915
ENSG00000163348,3191,4714,4624,2293,10043,4970,1675,7338,789,2201,721,906,643,854,1362,3692,491,1684,285
ENSG00000160691,2869,3132,2769,3080,7595,3190,4415,5668,3688,1285,3160,3566,1066,2118,1341,2543,2691,3742,2760
ENSG00000173207,785,1121,806,1446,3230,2454,1927,4524,1598,1464,859,1327,759,864,1058,1411,993,1656,579
ENSG00000160688,1741,1790,1978,1196,6075,1952,779,3107,797,1187,552,872,423,814,788,1726,491,1746,355
ENSG00000163352,0,1,1,2,1,1,0,2,2,0,0,1,0,0,1,3,1,0,0
ENSG00000160685,1460,3365,1314,403,2352,2103,3468,3644,928,1342,988,1241,872,834,1427,2559,925,1146,200
ENSG00000163354,81,148,109,270,254,200,205,137,220,74,168,68,51,81,57,127,68,100,22
ENSG00000163357,4,11,3,2,5,11,25,15,1,3,10,6,4,3,0,2,0,0,0
ENSG00000143537,1131,583,1706,670,1558,909,5243,5005,3870,2204,3582,2160,1082,2638,1826,1430,1607,2755,862
ENSG00000243364,342,573,582,390,1140,600,255,899,140,232,113,128,97,121,180,318,116,250,67
ENSG00000251246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143590,29,66,89,22,107,82,20,167,23,34,13,28,15,28,26,45,5,28,12
ENSG00000169242,454,1419,1528,38,2646,1098,158,2801,188,315,96,148,292,321,315,818,86,116,47
ENSG00000169241,1553,2159,2405,1479,3590,1673,1145,3165,1483,1085,802,1320,581,1247,1154,1615,642,1634,517
ENSG00000179085,261,287,271,253,1058,377,263,637,316,160,173,245,94,240,163,294,172,419,91
ENSG00000163463,414,691,743,184,1047,782,174,1079,98,287,177,116,101,114,174,362,93,239,36
ENSG00000273088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163462,377,1098,390,725,453,599,465,1864,565,331,206,319,267,249,353,771,254,789,60
ENSG00000185499,73,96,46,125,84,33,246,93,94,23,201,103,52,126,29,60,70,448,125
ENSG00000169231,1321,3108,3053,1435,2790,1545,2866,2395,2138,801,2229,1384,808,1113,1102,1634,1323,3885,887
ENSG00000173171,725,649,979,516,1428,642,655,1138,770,462,544,557,289,456,287,618,397,853,375
ENSG00000177628,1263,1157,1887,764,2752,1463,1305,3826,970,1262,633,875,625,835,1187,1483,573,904,315
ENSG00000160767,1518,1667,1815,1222,3186,2109,2204,4443,1144,1078,910,1341,840,924,964,1739,817,912,287
ENSG00000116521,2448,2682,3460,1945,6545,3038,1807,5489,1823,1598,1318,1904,832,1627,1481,2569,1161,2720,626
ENSG00000176444,5270,6991,6493,4996,13726,8361,6768,11970,4002,4159,4193,3651,2090,2484,2859,6652,3185,4908,1206
ENSG00000143630,561,576,647,524,1842,992,322,725,482,257,206,276,210,228,352,542,118,295,73
ENSG00000143627,177,12,11,66,202,44,36,81,6,11,38,365,3,651,11,5,81,170,88
ENSG00000160752,4280,4713,4539,3438,11749,5554,4036,9037,3448,3270,1989,3127,1402,2930,2057,3926,1877,5466,1496
ENSG00000160753,1317,1671,1142,1150,3836,1552,1826,2808,1451,832,637,1142,702,954,892,1280,693,1084,472
ENSG00000116539,7929,8071,8922,8559,7716,5013,9940,8799,6037,1876,5357,4416,1535,3225,1807,3977,3785,6597,2743
ENSG00000125459,1014,984,1034,853,2586,1158,564,1889,628,677,444,501,261,432,464,881,311,891,241
ENSG00000163374,3676,4096,4319,4722,6942,4013,4965,5987,4852,2014,4569,4234,1170,2607,1493,3346,2959,5366,3540
ENSG00000132676,4237,4135,4426,3513,10637,4197,3219,7328,4854,2773,2447,3388,1334,3184,1988,3294,1839,5956,2602
ENSG00000116580,5658,5937,6003,4668,10865,5482,4712,8585,3105,2195,2698,3550,1474,2366,1928,4524,1965,5132,1654
ENSG00000132718,656,1341,147,216,386,77,1890,4458,3318,1822,1727,2512,989,451,1341,1940,2023,3175,1873
ENSG00000143622,2149,2407,2438,4347,2947,2293,5183,3383,7668,1165,6228,6140,1337,2055,1113,2092,4005,3514,4312
ENSG00000132680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173080,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000116584,9875,13179,13682,9117,28415,10303,15856,20560,13431,5980,9387,9100,3104,5181,4304,10432,6156,11303,4889
ENSG00000163479,4540,5245,4636,5341,13623,5575,5200,8529,6807,3362,4121,5101,2054,3739,2503,7051,2944,7727,3421
ENSG00000160803,3089,3173,3825,2814,8957,3214,3898,7360,2457,2436,1704,2405,1213,1413,1583,3158,1512,2873,1214
ENSG00000116586,735,1052,974,341,2699,950,635,1685,610,781,243,486,259,556,489,863,283,817,158
ENSG00000132698,18,15,19,36,21,6,19,15,8,2,7,6,4,11,4,6,6,12,2
ENSG00000254726,737,1529,1325,848,3364,1422,156,1283,150,227,29,171,123,279,117,160,171,1118,435
ENSG00000160789,738,2774,2552,365,2339,712,3713,225,1758,59,1764,2096,166,2705,91,168,323,7243,2403
ENSG00000196189,778,869,218,1101,844,379,1680,3645,1539,1186,1215,1397,611,738,1670,1869,947,1358,467
ENSG00000160785,1937,2057,2757,2012,4182,2253,2708,3329,3322,1233,3104,2513,699,1171,799,2392,1695,2705,1691
ENSG00000260238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160783,618,515,603,739,1182,659,982,1018,846,325,849,970,321,492,233,545,548,971,604
ENSG00000242252,41,53,54,10,104,45,12,78,10,25,27,8,6,5,12,21,5,15,17
ENSG00000160781,324,372,514,905,430,372,1268,1085,640,212,885,505,295,210,158,332,290,771,264
ENSG00000198952,5443,7037,7954,6552,18471,8239,7951,11744,7176,3643,4949,5546,2317,3579,2484,5948,3328,8918,6154
ENSG00000163472,662,482,637,197,2963,792,259,934,107,438,160,117,134,165,189,540,79,413,58
ENSG00000198715,701,701,876,430,1559,852,56,143,26,64,97,72,47,175,36,334,30,528,90
ENSG00000189030,1,1,0,1,18,1,0,17,3,2,0,2,0,0,0,0,1,3,1
ENSG00000163468,6678,6620,6874,4200,26749,9136,6201,17657,4941,7785,3569,4431,2936,6087,4003,5931,2501,9300,2379
ENSG00000163467,0,1,5,3,4,2,1,13,2,6,1,3,0,2,2,1,3,14,3
ENSG00000132677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000116604,13976,16225,14322,26286,14819,12675,57917,25660,56220,7336,43270,40986,8782,20040,8015,12409,30940,45703,47819
ENSG00000183856,2206,2797,2989,2886,12718,6607,16512,16879,9021,4826,4747,4963,3697,2317,3897,3388,5227,3962,2445
ENSG00000187862,3411,3740,3675,4102,5667,2089,2839,3178,1275,255,1352,1438,775,1111,1149,2202,1183,4018,1413
ENSG00000163382,1466,1437,1673,1495,4193,1660,1977,3055,1724,1247,966,982,614,905,809,1411,666,1642,386
ENSG00000160818,802,623,1279,258,2283,1106,288,1408,500,533,153,349,164,476,471,670,227,1290,742
ENSG00000132702,5,8,8,18,15,4,34,17,17,4,21,9,5,6,5,5,3,5,4
ENSG00000132692,1,1,1,7,0,1,1,1,1,0,2,1,0,1,0,0,1,2,4
ENSG00000132688,0,0,2,0,5,2,1,12,3,0,2,0,1,3,7,3,10,0,2
ENSG00000143320,32,79,21,117,22,5,147,38,89,12,62,66,12,29,5,22,45,84,128
ENSG00000143319,1372,1916,1956,1639,3942,1662,805,2815,848,1177,622,1086,349,690,667,1636,550,1692,1347
ENSG00000143303,825,975,1483,560,2204,1048,525,2073,472,961,318,412,356,454,524,1266,344,797,121
ENSG00000143314,839,823,975,238,2536,1015,716,2507,907,993,241,629,350,760,724,929,319,1501,284
ENSG00000143321,9818,13132,10144,11111,28662,13578,11615,20519,10587,6491,5218,10449,3198,11141,5080,9334,5897,16140,5883
ENSG00000143294,3388,3806,3800,3835,8717,4240,3082,6556,2411,2105,3026,3127,1013,1485,1445,3454,1916,3016,1968
ENSG00000027869,666,128,218,115,180,36,165,47,26,30,52,113,41,77,16,481,14,79,30
ENSG00000198400,995,629,15,334,973,15284,187,16,14,2,74,8,12,17,1,11,8,75,239
ENSG00000027644,202,72,0,72,124,2507,3,3,0,0,6,1,0,0,1,2,0,2,0
ENSG00000187800,588,76,220,60,2670,1239,29,1563,17,5,24,86,18,319,7,16,67,125,31
ENSG00000160838,6,0,3,1,4,5,1,5,0,1,0,0,1,1,0,0,0,2,0
ENSG00000132694,206,128,148,179,366,598,2421,3902,1178,855,1623,225,430,218,30,695,207,84,371
ENSG00000253831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117036,1691,1689,1749,4289,2304,1558,5015,2113,5964,788,5097,4881,811,2624,980,1518,3540,2934,6802
ENSG00000143297,749,523,172,190,522,234,267,808,105,92,178,236,78,442,76,610,194,434,15
ENSG00000163518,0,6,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,225,0
ENSG00000160856,1642,1241,291,256,929,319,275,493,77,205,115,230,58,209,107,1728,79,182,36
ENSG00000132704,1439,1283,174,439,1003,444,86,338,45,135,112,318,44,323,97,908,90,90,11
ENSG00000163534,7116,4073,510,2576,2388,1288,232,764,82,621,297,732,83,628,412,2793,118,108,21
ENSG00000073754,5,0,3,28,1,0,8,0,24,0,11,1,0,0,3,1,0,0,0
ENSG00000183853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158473,42,71,32,24,36,32,56,375,52,197,68,78,83,55,205,109,103,73,5
ENSG00000158477,4,2,0,0,33,1,209,399,28,202,67,53,106,21,116,186,33,23,0
ENSG00000158481,39,201,70,22,195,127,2009,6059,1025,2367,1950,1762,866,621,1364,1382,430,357,13
ENSG00000158485,0,0,0,0,2,0,3,5,6,2,8,1,1,0,1,3,0,19,0
ENSG00000158488,1,1,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,35,9
ENSG00000186306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279111,0,1,0,15,0,0,5,0,1,1,0,0,1,1,0,0,3,3,1
ENSG00000198967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163554,29457,20103,6150,11046,36703,14636,9662,7396,1683,1714,1393,5859,2710,16313,1327,3407,3469,11273,3820
ENSG00000196171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203757,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
ENSG00000197403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180433,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000188340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163563,162,55,81,6,65,28,1,7,3,23,4,22,3,18,5,196,5,20,7
ENSG00000163564,4401,3715,1945,2792,1411,3372,800,1289,46,903,726,220,277,416,312,1238,293,1755,18
ENSG00000163565,20750,24973,27278,14184,37853,29477,10259,57400,9281,15158,10555,11458,5647,6444,10906,17759,6546,10434,5837
ENSG00000163568,94,92,94,10,61,50,8,46,121,14,24,59,6,15,38,88,38,133,45
ENSG00000162706,72,0,214,0,2,5,0,0,0,0,0,1,0,0,0,2,0,0,7
ENSG00000213088,111,5,10,6,194,24,13,9,1,3,1,137,1,539,9,1,39,240,41
ENSG00000179639,49,15,13,5,41,10,6,19,3,1,20,54,4,24,23,25,9,28,10
ENSG00000196184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158716,93,14,9,18,31,88,112,244,486,12,69,91,99,213,110,85,73,68,135
ENSG00000181036,2104,233,127,159,207,54,249,83,21,59,53,83,13,75,47,521,30,25,12
ENSG00000158714,56,5,4,1,12,4,2,49,0,2,3,1,1,1,0,16,3,5,0
ENSG00000256029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243284,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,3,0
ENSG00000213085,9,37,10,52,19,8,175,16,107,3,152,107,7,45,1,39,43,92,91
ENSG00000158710,8375,14725,5077,4064,15525,5239,10354,11738,12505,2656,6453,5664,2317,5783,3655,10788,3625,16658,6918
ENSG00000085552,167,86,53,21,229,123,24,69,153,0,3,3,1,5,12,256,3,1,1
ENSG00000162723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000177807,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,2,0,0,0
ENSG00000143315,428,517,449,65,644,817,164,1273,199,458,140,138,141,204,366,757,153,580,87
ENSG00000162728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000162729,1668,1614,1635,1347,4954,1495,1524,2871,1569,1081,823,842,475,717,501,1807,508,1410,258
ENSG00000018625,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0
ENSG00000132681,0,1,1,0,0,0,0,79,2,18,22,2,0,0,9,2,12,0,1
ENSG00000143318,2,1,0,0,0,1,2,64,0,8,9,1,0,0,5,1,9,3,0
ENSG00000162734,1190,1204,1641,867,3486,1298,1909,3318,1918,1272,890,1381,715,1083,810,1451,1130,1439,1347
ENSG00000132716,8586,9573,9388,7912,12547,8406,10388,13538,6521,3879,6337,7219,2997,4147,3701,6857,5341,9755,3717
ENSG00000258465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162735,1996,2283,2127,1424,3931,2276,1567,3604,1026,1242,1026,1217,740,893,987,2055,748,969,329
ENSG00000122218,7049,8616,8953,5330,13666,8847,8288,14320,5504,5166,7749,5903,2056,4169,3488,7109,3913,6619,4930
ENSG00000162736,5474,5501,5800,4947,9813,6084,5313,8062,3586,2847,4895,4215,1839,2690,2364,4856,3198,5000,2200
ENSG00000171786,21,12,29,5,13,11,7,14,5,1,6,4,0,1,2,19,3,11,10
ENSG00000162738,1626,2669,2673,1579,4228,2359,271,197,460,56,109,10,106,3,28,622,35,398,192
ENSG00000162739,1773,713,449,159,495,310,91,270,47,117,52,76,40,133,73,1087,42,293,81
ENSG00000066294,2382,968,1257,557,1604,800,649,424,1796,214,477,462,82,334,251,777,474,8655,4499
ENSG00000117090,172,162,89,149,79,68,243,66,83,41,91,213,26,122,13,348,101,80,62
ENSG00000117091,1926,1213,2005,1529,1193,476,961,2155,1488,1061,677,1752,368,1015,240,2270,544,4437,783
ENSG00000026751,1804,351,302,129,318,190,115,216,43,159,101,100,10,130,80,1304,35,201,35
ENSG00000122224,2934,2597,2521,4995,4544,1934,2490,4868,1255,926,1615,4131,1251,2307,1196,2222,2163,5594,1493
ENSG00000122223,706,143,146,75,115,53,183,151,37,53,36,82,36,89,54,432,46,151,22
ENSG00000179914,11,2,2,0,4,2,3,0,0,0,1,8,0,27,0,1,27,74,1
ENSG00000158764,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,2
ENSG00000158769,1579,1763,1297,807,2421,1397,2048,1242,752,149,1817,643,415,565,388,569,693,691,843
ENSG00000270149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215845,732,533,418,258,2255,560,776,721,250,103,124,150,177,116,55,471,150,440,215
ENSG00000158773,7623,9521,12425,11140,20499,9869,9855,12700,9822,3777,8832,7556,1995,4443,3435,6695,5532,10624,2798
ENSG00000186517,13404,17174,13531,7183,31027,13616,6773,22647,4715,6372,4003,6584,2797,3302,5076,12667,3506,9238,1569
ENSG00000143217,0,2,1,1,0,1,4,1,0,3,0,2,3,0,1,1,1,1,2
ENSG00000162755,31,23,29,32,67,30,43,71,31,40,36,24,27,15,31,57,17,19,0
ENSG00000143256,832,1032,1052,994,3467,1291,843,1851,1313,733,587,1023,302,895,510,846,614,1692,1660
ENSG00000158793,1657,2317,2113,964,5705,2707,641,2842,649,1137,569,788,570,653,786,1483,412,1129,229
ENSG00000158796,2260,2681,2597,2598,5140,2461,3784,4104,3184,1205,2540,2662,802,1409,1073,2485,1755,2747,1301
ENSG00000143222,3959,4449,3900,3522,11113,4538,3157,5502,5414,2691,1898,2941,1101,2921,1558,2887,1640,6157,2660
ENSG00000143258,4177,3866,3944,4369,8941,4825,3103,5407,2334,1482,2058,2352,924,1774,1269,2883,1481,3131,1005
ENSG00000143224,2908,2363,2367,1840,6377,2904,1737,3573,1070,1036,804,1474,510,3611,693,1595,873,2731,470
ENSG00000158850,2870,2761,3378,1824,4716,2637,2070,3672,2428,994,1078,1681,673,1768,980,2437,809,2871,1246
ENSG00000158859,16,23,31,22,27,8,12,37,4,2,15,12,18,17,11,25,12,6,2
ENSG00000158864,3297,4588,4231,2713,8259,5113,2297,6627,1229,1797,1889,2300,1181,2834,1485,3196,1533,4447,1003
ENSG00000158869,480,119,166,58,158,54,45,34,34,45,26,87,14,121,19,698,19,192,10
ENSG00000158874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158882,626,692,923,300,1267,721,599,1275,376,288,368,349,228,343,301,770,257,623,239
ENSG00000143257,0,3,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,2
ENSG00000248485,0,0,0,2,1,3,1,4,0,0,0,0,0,1,0,1,1,0,0
ENSG00000158887,167,256,166,92,463,188,243,548,314,192,260,254,155,53,122,226,156,224,103
ENSG00000143252,3285,3783,3955,1842,6440,3698,2180,5610,1396,2118,1198,1439,997,1231,1517,2547,851,2020,514
ENSG00000188931,12,7,11,2,3,3,2,6,1,1,1,3,0,1,1,1,0,3,0
ENSG00000143226,199,390,162,394,821,134,361,866,31,71,98,354,145,238,54,333,99,239,138
ENSG00000173110,57,18,15,9,131,285,17,61,7,5,4,16,13,42,3,45,5,32,8
ENSG00000203747,4151,596,334,345,260,257,308,159,36,286,97,164,63,145,127,3124,39,134,22
ENSG00000162747,82,0,6,0,4,2,1,2,1,23,0,0,1,6,2,27,3,7,1
ENSG00000072694,113,278,73,24,343,65,26,59,8,5,13,38,7,97,14,240,17,54,19
ENSG00000132185,152,356,66,21,172,119,11,96,11,16,6,40,13,56,26,383,6,275,5
ENSG00000162746,29,6,5,3,11,5,4,2,4,3,0,5,0,8,0,15,0,6,3
ENSG00000081721,1345,881,1193,1250,2716,1265,1075,1449,1128,752,1094,899,324,722,451,939,638,1236,698
ENSG00000118217,2728,3162,3224,2473,4436,2738,2361,5774,1793,1638,1768,2526,927,1668,1294,2223,1183,1940,1988
ENSG00000162745,11,0,3,1,25,4,28,1,58,0,5,15,1,3,31,3,3,12,1
ENSG00000198929,65,114,11,49,162,71,263,13,121,6,54,130,63,100,58,237,0,27,42
ENSG00000254706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239887,137,367,30,256,465,229,608,31,209,10,90,279,140,129,204,717,8,124,120
ENSG00000198574,593,164,46,49,133,25,40,43,4,49,28,63,23,34,37,553,22,9,6
ENSG00000152332,9810,10371,8089,11292,8044,8542,9781,15987,7177,5365,10608,7147,3197,2509,5232,6559,6429,5060,3749
ENSG00000117143,526,565,183,695,956,448,986,968,834,145,630,672,329,300,280,885,258,628,1599
ENSG00000162733,27,31,13,28,37,11,47,21,17,4,35,30,7,9,9,23,6,16,15
ENSG00000132196,643,811,819,459,1077,619,164,799,161,365,277,177,117,154,270,506,110,492,115
ENSG00000185860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ENSG00000117152,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143248,391,258,347,159,591,269,235,471,174,198,123,136,92,120,121,209,100,219,65
ENSG00000143228,666,850,642,1217,1709,2108,2234,3642,965,1215,1037,906,541,604,747,923,940,924,468
ENSG00000185630,135,25,18,24,157,19,13,56,4,3,23,70,3,124,2,33,56,100,22
ENSG00000162761,0,1,0,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0
ENSG00000143171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143198,1119,390,648,378,1086,481,964,1569,1005,95,264,945,238,2498,151,307,408,1414,707
ENSG00000143149,1434,1146,2385,1262,1588,1706,2592,3890,2412,971,1180,1454,557,1076,1175,1727,1194,2900,1000
ENSG00000143183,1322,1472,1952,598,914,1092,523,2898,916,208,298,606,245,545,312,1497,313,959,309
ENSG00000143179,487,75,1121,114,141,223,321,2994,1716,20,216,625,7,219,690,84,469,3204,625
ENSG00000188859,3,3,0,1,1,1,0,1,0,0,0,3,0,0,0,4,0,4,7
ENSG00000143157,2539,3441,3650,2107,7880,3373,2730,6500,2933,2213,2104,1756,790,868,1887,2698,1639,1747,1306
ENSG00000152382,1408,974,960,1320,958,893,1242,1770,1166,615,1361,1038,340,467,454,647,682,1122,606
ENSG00000143195,3,3,0,10,2,0,12,1,3,0,2,14,4,7,1,6,1,6,17
ENSG00000143194,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,2,1
ENSG00000143167,154,263,233,45,174,124,55,110,89,52,52,37,18,364,8,155,59,31,2
ENSG00000198842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143190,4646,5695,5186,4739,3490,2849,6877,5624,2346,1320,2622,2406,602,1280,961,1655,1772,4039,1965
ENSG00000198821,3795,2012,896,1395,1485,993,1528,1194,688,267,824,1471,179,1109,614,4995,362,281,105
ENSG00000143162,1665,808,2039,766,2826,1650,766,1950,1719,781,901,1165,507,1138,706,649,737,3524,7005
ENSG00000198771,62033,60624,60078,43312,126946,61996,21766,48543,27050,27086,20018,17105,13956,11126,14233,31484,9036,27058,9497
ENSG00000197965,2014,3496,1815,1287,5875,3126,1820,7039,2423,3033,970,1939,738,1142,2351,2659,853,4139,814
ENSG00000143199,12,17,4,13,38,7,15,15,8,3,11,5,6,5,3,10,4,29,17
ENSG00000143158,1261,1143,897,1960,2058,1172,2002,2275,1836,1098,1545,1612,497,1783,679,1186,944,2033,1493
ENSG00000143164,2244,2478,2280,1642,3533,2230,1601,3231,1431,1105,1127,1993,651,1812,1050,1490,944,2198,934
ENSG00000143147,30,50,8,29,96,66,78,229,91,4,22,17,51,14,43,109,23,21,18
ENSG00000143155,2261,2954,2816,1535,3268,2832,1171,5562,1338,1862,729,1243,583,854,1184,1768,742,1165,542
ENSG00000213064,7143,6316,7000,9339,5119,4419,14055,11641,7866,2622,8963,6053,1706,2142,2262,3686,6397,19109,6701
ENSG00000143178,482,696,219,301,1076,689,270,665,306,264,111,214,101,190,126,276,73,915,116
ENSG00000143185,61,23,33,36,85,13,25,10,22,19,24,16,7,28,8,69,10,7,2
ENSG00000143184,27,21,20,41,55,18,12,10,43,12,32,54,3,17,3,45,5,22,10
ENSG00000143196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143153,43,12,60,58,72,18,33,23,21,13,14,26,8,24,11,33,12,10,6
ENSG00000143156,266,375,279,252,567,391,179,482,220,229,125,137,93,118,74,200,98,216,103
ENSG00000117475,709,698,760,420,769,651,370,981,473,439,268,309,122,226,252,511,182,487,312
ENSG00000117477,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,1,0,1,1
ENSG00000117479,72,28,33,64,38,18,62,12,24,11,42,52,15,38,47,47,17,13,50
