Gene	SJHBBBM4X52	SJHBBBM4JQZ	SJHBBBM5SGJ	SJHBBBM5TXY	SJHBBBM2GV5	SJHBBBM39BT	SJHBBBM67H6	SJHBBBM2BBR	SJHBBBN9RBJ	SJHBBBM4PX3	SJHBBBN9RDM	SJHBBBN9R9H	SJHBBBM588V	SJHBBBN9RFN	SJHBBBM55F5	SJHBBBM5GW9	SJHBBBM5PY5	SJHBBBM52XR	SJHBBBM5YWS
PSMD14	1520	1778	1504	1358	3339	2226	1533	4257	1391	1609	1110	1358	572	1288	1011	1528	917	2035	854
PSMD2	8599	9250	12230	12820	20985	10356	12227	18096	6837	6611	11338	10306	3157	7515	4463	8031	6814	13332	9411
PSMD3	4853	5679	5444	5131	12840	6553	5418	16723	4720	5193	8282	8461	2737	5163	4384	7780	5316	6473	2221
PSMD4	4670	5307	4994	3225	13506	6012	3123	9504	3725	3748	1842	3466	1599	3431	2367	4395	1930	4081	1104
PSMD4P1	0	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0
PSMD5	1881	1683	2574	1019	2805	1975	1643	3340	1165	998	1979	1079	359	765	331	638	728	1125	1167
PSMD5-AS1	1276	334	1599	84	835	542	301	1824	157	578	452	406	153	244	252	694	403	321	342
PSMD6	4225	3662	3806	8279	5437	3615	8245	5967	3875	2426	7892	5319	1691	3862	1497	2914	4272	5308	3889
PSMD6-AS2	875	443	588	525	321	183	856	453	241	99	315	223	70	121	69	134	206	306	186
PSMD7	3605	4180	6078	6863	6341	4316	5495	8390	2843	3296	5888	5160	1569	3443	2459	3766	3734	5357	3034
PSMD7P1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PSMD8	2759	3320	3107	3080	8324	4033	3536	6529	2555	2522	2117	3395	1294	3086	1535	3731	1821	5051	1883
PSMD8P1	0	2	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0
PSMD9	153	123	144	328	349	126	319	273	258	119	251	260	83	191	67	246	155	287	292
PSME1	13130	18311	15301	14433	35141	15767	14529	24367	17989	14138	12874	14584	5051	10092	6406	11692	6779	15755	5296
PSME2	8585	10508	15142	8087	25627	11181	8468	18127	9230	10238	6638	6916	2900	5241	4739	7712	4204	10284	2936
PSME2P2	102	153	217	103	324	151	134	285	131	160	91	106	41	85	51	106	63	102	31
PSME3	3904	5099	5343	3916	9964	5054	4404	15754	4027	6100	5741	6001	2055	3368	4041	6780	3750	5702	3077
PSME4	7857	7091	8901	7216	7977	5200	9441	9006	6500	2737	6729	5745	1186	3723	1823	3489	4635	6429	13786
PSMF1	3895	3658	3487	2766	8343	3870	3304	6944	1963	2839	2229	3127	1192	3556	1767	3679	2034	4380	1494
PSMG1	857	1252	1344	375	1206	1459	1776	4297	881	1593	1526	1288	562	979	775	661	918	876	626
PSMG2	2108	2100	1980	4626	3111	2253	4447	6341	2795	2599	6039	3999	844	2184	2023	2052	3648	3623	2233
PSMG3	787	730	613	438	2725	1124	771	1293	313	711	384	674	353	807	258	717	420	1035	449
PSMG3-AS1	286	623	217	184	802	509	333	990	92	397	225	152	173	268	190	637	141	890	105
PSMG4	1383	1708	1470	754	2979	1265	1170	4131	814	1152	680	642	448	655	495	1173	516	1399	206
PSORS1C1	0	6	0	1	2	1	6	1	2	1	0	1	1	0	0	0	0	1	0
PSORS1C2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PSORS1C3	6	2	1	1	9	0	2	0	3	8	2	3	0	3	46	1	0	8	0
PSPC1	3751	2346	3973	251	8500	4450	3498	4945	2517	1868	3090	2742	972	1721	1242	3072	1810	3561	2660
PSPC1P1	67	5	662	1	94	11	24	14	7	4	18	3	0	4	1	6	4	3	8
PSPC1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPH	764	612	745	365	1504	694	633	1966	261	636	252	345	267	359	494	459	264	505	135
PSPHP1	0	0	0	0	0	0	0	307	0	0	0	1	0	0	92	0	0	0	0
PSPN	172	170	253	77	511	154	101	527	61	198	64	70	52	89	77	166	29	115	23
PSRC1	198	500	262	177	2530	1292	127	654	118	276	24	117	118	121	85	237	35	295	75
PSTK	538	249	258	1311	316	236	926	822	372	153	667	655	191	327	282	243	467	632	764
PSTPIP1	1664	1388	713	741	2085	2313	2665	4049	623	628	650	1487	852	1671	643	1818	935	960	28
PSTPIP2	457	180	190	120	220	351	438	1748	112	97	459	451	128	952	2225	225	576	73	91
PTAFR	151	58	83	32	192	66	41	116	13	51	35	35	9	42	10	151	9	51	21
PTAR1	6610	6896	6364	6759	4535	4147	9018	10570	3550	2997	9170	4372	2090	2119	3356	3333	4415	4780	3307
PTBP1	14534	17349	17084	12076	39433	23655	18079	34437	9414	12234	9385	13974	5320	8702	7015	13507	6203	14685	16387
PTBP1P	2	4	1	1	3	3	1	1	0	0	0	1	1	0	0	3	1	1	2
PTBP2	3753	4161	4038	4960	3756	3192	6480	4026	1886	1264	3981	2024	777	686	817	1095	2053	1753	2757
PTBP3	10996	15247	10281	7397	9657	9183	7249	18116	3944	7123	8126	5707	2715	2772	4592	7008	3805	2937	3363
PTCD1	374	384	392	489	624	328	351	654	319	352	329	374	137	172	162	402	236	300	95
PTCD2	1270	1093	1530	832	1710	993	707	2467	628	1017	468	543	358	361	677	839	570	1285	202
PTCD2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCD2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCD3	5879	6054	6788	5272	11863	6915	4172	10790	3797	3301	3609	3403	1700	2823	2724	4492	2434	5618	2721
PTCH1	1052	402	2922	2811	6262	588	8919	67	40	13	112	101	428	36	161	483	46	40	294
PTCH2	156	95	98	238	263	73	301	189	192	58	255	171	63	97	58	94	121	202	114
PTCHD1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD1-AS	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD3P2	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	3	0	0
PTCHD3P3	2	0	0	0	0	7	0	0	0	0	0	0	0	0	27	0	0	0	0
PTCHD4	0	20	0	5	4	2	0	5	0	1	0	0	0	0	0	0	0	0	0
PTCRA	8	1	0	8	1	2	5	3	1	0	6	2	1	0	1	1	2	160	13
PTCSC2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCSC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTDSS1	4417	4137	4761	3899	14718	4742	3245	7527	3156	3122	2716	3579	1423	2699	3552	4120	1970	4528	2504
PTDSS2	1735	1107	1344	1062	4491	1079	2045	3086	844	845	1121	984	456	811	623	1139	519	1619	447
PTEN	16024	13759	20838	10832	18871	13208	9154	21553	9363	6660	6970	8475	2910	5871	6743	7014	4538	6931	2898
PTENP1	38	66	39	51	89	71	9	53	32	31	27	34	10	28	20	32	19	39	16
PTENP1-AS	1	1	1	3	3	2	0	2	0	0	1	0	0	3	0	0	0	0	0
PTER	339	675	538	959	836	723	420	1986	382	655	289	282	200	324	304	400	245	612	141
PTF1A	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PTGDR	3510	2618	2858	868	3153	1565	150	225	590	755	382	35	30	100	201	368	17	930	12
PTGDR2	13	17	4	17	21	10	6	15	0	1	8	5	1	3	0	29	2	151	231
PTGDS	661	38	19	39	77	16	155	16	24	29	39	43	7	26	13	63	6	20	4
PTGER1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
PTGER2	1978	825	2194	721	2058	376	517	546	539	1015	472	188	183	492	160	388	148	3814	733
PTGER3	3	2	0	16	4	3	10	12	1	1	11	18	0	3	1	2	7	3	2
PTGER4	1003	342	261	1821	1186	548	9759	692	13620	2981	9521	3497	1135	3667	197	1622	1484	14403	9394
PTGER4P2	0	16	5	2	29	3	15	126	5	30	10	7	8	23	21	15	11	10	0
PTGER4P2-CDK2AP2P2	3	6	7	8	72	1	35	106	3	11	7	7	13	10	19	11	4	21	1
PTGER4P3	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0
PTGES	2	0	0	0	0	0	2	2	0	4	2	5	0	1	1	0	1	1	0
PTGES2	1440	1284	1651	1327	3098	1674	1384	2480	842	692	1285	1043	410	910	678	1215	585	2081	695
PTGES2-AS1	7	3	6	3	8	1	29	4	20	2	15	5	1	1	1	3	3	14	6
PTGES3	11366	16581	11744	8278	20416	21113	11737	25603	7828	9562	7964	8945	3684	5118	5519	7471	5593	7763	6844
PTGES3L	73	56	109	49	35	60	24	162	18	21	10	30	16	26	19	11	38	30	4
PTGES3L-AARSD1	0	1	0	0	2	0	0	4	0	1	0	1	0	0	0	0	0	0	0
PTGES3P1	126	83	84	62	78	68	67	52	37	42	85	51	18	45	29	55	52	150	267
PTGES3P2	27	0	17	0	13	2	2	12	3	3	1	1	0	3	3	10	2	0	0
PTGES3P3	5	9	3	4	11	8	4	6	4	2	4	2	1	3	2	3	3	2	4
PTGES3P4	0	3	1	0	1	1	0	5	0	0	2	1	0	1	0	0	1	0	0
PTGES3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGFRN	9	3	3	0	5	5	3	3	6	0	0	1	0	1	2	9	2	1589	834
PTGIR	50	98	18	12	140	51	60	463	32	8	15	75	73	36	61	133	39	51	19
PTGIS	142	18	407	1	11	9	2	3	0	0	0	1	0	0	0	0	0	0	0
PTGR1	103	71	6	34	451	149	602	791	244	103	156	251	243	488	328	281	221	48	109
PTGR2	216	385	421	157	252	259	286	617	113	263	199	182	112	117	297	185	148	101	48
PTGS1	740	1181	1050	1182	1439	286	1163	2983	784	909	598	380	287	325	506	992	534	457	134
PTGS2	41	1	39	5	14	3	6	2	2	4	9	10	1	47	1	11	1	14	537
PTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTH1R	6	1	3	0	32	3	2	5	2	4	0	0	2	1	2	1	2	6	0
PTH2	52	28	26	0	122	32	3	23	4	13	1	4	5	1	0	8	0	1	2
PTH2R	6	2	3	1	1	2	0	7	1	2	3	12	0	19	1	6	3	12	1
PTHLH	22	24	53	43	24	6	6	2	0	0	3	6	4	1	0	1	2	5	9
PTK2	5736	7225	8740	5018	11087	6645	5052	10540	4187	4141	4770	4643	1481	1894	3860	1879	2733	2659	2167
PTK2B	18785	39573	18458	25946	56923	32136	53896	66404	13485	17787	22128	15884	12968	12303	15029	32334	14517	20047	8665
PTK6	24	18	4	20	12	13	25	38	3	5	11	10	7	11	6	26	8	83	4
PTK7	3617	4573	3529	3514	12305	5870	10162	13220	5537	2582	5586	5345	3178	3052	1780	3105	4831	5274	2993
PTMA	78754	109351	98709	125886	157286	94092	236659	173003	127459	78297	189759	135494	38451	103484	53482	89598	70431	141831	114538
PTMAP1	17	8	15	10	9	9	40	28	6	2	10	10	3	5	3	0	6	9	8
PTMAP2	69	122	68	400	527	370	156	157	330	254	674	434	106	225	180	324	218	401	277
PTMAP3	0	0	0	3	0	0	3	1	3	0	1	0	0	1	3	0	1	1	1
PTMAP4	94	192	80	173	226	133	181	168	168	114	233	163	52	121	68	129	55	208	131
PTMAP5	74	165	81	223	424	251	161	165	218	141	375	244	75	145	91	213	158	296	179
PTMAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTMAP8	9	20	6	14	20	10	15	17	10	10	21	9	4	10	5	10	10	15	12
PTMS	1329	1003	1032	466	2349	1607	242	137	78	189	53	235	44	999	51	202	89	1278	857
PTN	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTOV1	9249	9740	7320	12092	30815	10437	16056	14633	6948	4594	7235	8297	3385	4863	3046	6719	5609	11274	5301
PTOV1-AS1	93	104	112	46	162	88	83	252	39	73	35	33	17	22	60	106	33	117	12
PTOV1-AS2	2157	1856	1978	2478	3411	2303	2141	2920	1391	716	1442	1365	501	790	632	1866	690	2168	628
PTP4A1	5863	3943	4657	15267	4191	3415	19814	12944	12876	6133	20799	15827	4767	9047	3915	3579	12997	7403	12539
PTP4A1P1	2	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	2	1
PTP4A1P2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PTP4A1P3	6	0	2	4	1	0	28	4	0	0	7	0	0	2	1	0	2	0	0
PTP4A1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A1P6	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PTP4A1P7	0	1	0	2	0	0	4	1	1	0	1	6	0	0	0	0	5	1	0
PTP4A2	15347	13738	10452	20809	19003	18103	16495	19383	18347	6176	15286	15218	3833	6886	4880	10815	9019	11292	15024
PTP4A2P1	13	16	5	9	15	7	5	5	5	5	11	8	1	6	3	5	0	7	7
PTP4A2P2	0	1	4	1	7	2	3	2	0	1	1	2	0	2	1	3	1	1	1
PTP4A3	9664	17429	15319	7275	35775	22539	3816	7374	1028	2265	4262	1274	1319	518	2690	5529	1211	1023	63
PTPA	3255	4677	5161	2240	9093	4248	4314	10771	1599	3660	3048	3402	1763	3829	2331	3638	1675	4199	1441
PTPDC1	612	606	428	286	1167	624	538	1369	316	418	578	463	315	247	494	579	261	196	116
PTPMT1	521	332	657	573	965	447	641	756	466	259	502	494	187	265	297	364	326	474	261
PTPN1	3459	4216	3795	4620	6781	4295	7108	11216	3866	3460	6646	7281	1891	2896	2719	5197	3398	4314	4379
PTPN11	7784	8772	8123	6806	11646	7552	7905	19627	4367	5274	5527	6460	2653	2830	4702	7078	4102	4247	4012
PTPN12	5157	4476	1773	7762	8751	4258	8577	7804	3926	4972	5990	5793	2675	2730	2146	6505	5766	1962	2121
PTPN13	22	21	40	139	25	97	29	23	23	3	13	6	3	1	7	65	2	983	38
PTPN14	18	3797	26	4382	4454	6957	329	1009	35	5	426	3	512	19	131	209	103	1314	207
PTPN18	11137	12642	9865	3680	40041	14263	3731	12798	2814	6417	1333	2100	1598	1966	2202	4259	1563	6244	875
PTPN2	2441	2052	2051	1396	4313	1951	2389	6930	1582	2585	1918	2493	740	1607	2422	3013	1485	2215	1909
PTPN20A	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
PTPN20B	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN20CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN21	3	4	2	9	2	3	0	4	0	0	0	0	0	0	0	1	2	0	1
PTPN22	1381	379	349	2733	356	408	484	231	474	309	303	455	161	436	100	542	258	258	204
PTPN23	4635	3007	5733	4365	12298	4855	6276	7976	3541	2218	4063	3497	1823	2739	1732	4038	2547	5800	3260
PTPN2P1	2	4	1	1	4	2	0	2	2	3	2	2	2	0	5	7	2	4	2
PTPN2P2	13	7	2	29	4	11	18	6	28	15	24	12	2	8	7	1	8	7	7
PTPN3	4	118	0	139	8	19	3	4	23	9	2	5	2	0	0	8	3	4	2
PTPN4	2610	1749	1893	1646	1507	1187	1431	2177	1096	610	1144	1005	262	527	386	1001	726	925	625
PTPN5	0	1	0	1201	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PTPN6	5400	5550	13105	2347	9105	3495	25768	12735	3226	4410	10311	5401	2784	2837	4446	9886	5831	19570	4035
PTPN7	2081	487	5062	1633	2900	1526	720	2474	2097	2074	922	460	167	1131	565	1192	473	3561	3563
PTPN9	2168	2958	2194	1931	5550	2814	2948	5608	980	2065	1037	1541	1193	1032	1403	4329	1175	1390	318
PTPRA	5128	6329	5308	5645	12097	6272	5789	8680	3169	3371	4063	3731	2025	2830	2347	6063	2727	4100	1689
PTPRB	2166	29	1830	456	6202	748	10	6	0	5	5	0	0	1	11	5	1	1	5
PTPRC	19969	19084	8911	4245	11666	8554	3154	2539	1286	1506	2004	4021	621	2926	746	11493	1316	9336	7141
PTPRCAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRD	1963	1464	12482	34	126	157	12	8	75	128	3	4	0	27	4	775	0	2409	1
PTPRD-AS1	28	5	90	0	1	1	1	0	2	2	1	0	0	1	0	36	0	24	0
PTPRD-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRE	21180	25436	19779	25795	37275	24292	92209	102805	66695	15324	111353	65326	12733	16587	20922	22446	24939	4329	21777
PTPRF	1689	2273	808	1602	6092	1202	82	273	330	14	56	82	244	318	189	198	71	419	617
PTPRG	945	574	2	869	2623	1007	53	1	5	0	1	8	6	1	0	187	0	393	440
PTPRG-AS1	1	3	0	6	0	2	0	0	0	0	0	1	0	0	0	0	0	16	0
PTPRH	13	1	5	30	6	7	2	2	1	1	3	2	2	0	1	4	0	3	0
PTPRJ	1405	1474	294	361	423	1294	329	219	193	94	214	319	44	203	134	1743	149	770	111
PTPRJ-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRK	5234	11243	5392	16071	14290	20491	38	13	18	1	19	45	8	43	4	802	6	313	12
PTPRM	903	2105	38	993	171	3026	85	27	16	100	42	28	36	58	6	109	12	8074	19147
PTPRN	0	0	0	0	0	2	1	2	5	0	0	0	0	3	1	1	0	2	2
PTPRN2	588	177	461	463	485	132	155	88	67	79	50	36	46	30	17	47	30	517	720
PTPRO	43	68	25	29	23	62	15	38	4	4	7	35	3	20	7	96	13	41	10
PTPRQ	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRR	0	0	2	1	2	0	0	0	0	0	0	1	0	0	0	5	0	0	0
PTPRS	350	604	7	10	325	275	1084	4580	1	9	773	540	478	89	285	276	1210	340	51
PTPRT	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PTPRU	15	19	18	5	13	9	50	4	16	7	18	9	9	2	1	11	1	3	3
PTPRVP	189	89	1849	150	81	188	89	158	382	327	95	20	15	80	41	44	66	646	91
PTPRZ1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0
PTRF	28	21	27	3	40	13	3	15	5	7	17	25	5	31	4	40	11	11	15
PTRH1	108	124	96	95	514	166	71	277	46	115	38	65	51	147	83	169	34	121	29
PTRH2	448	580	789	374	1061	693	328	1775	383	557	669	602	173	343	457	582	462	448	240
PTRHD1	250	231	205	180	1124	528	348	620	397	202	258	373	139	378	163	316	243	834	152
PTS	1258	748	1079	2025	1096	655	2903	1066	1488	557	1562	1271	462	916	509	660	749	1477	1226
PTTG1	747	859	926	799	4406	2235	902	2755	1663	2128	510	1298	370	2253	463	952	634	1706	545
PTTG1IP	4083	3290	5702	2542	14883	2644	17641	19670	6598	5758	8137	6459	2963	3335	3462	4700	5995	8586	7092
PTTG2	27	13	35	22	95	3	29	57	10	13	12	11	5	4	3	28	6	25	1
PTTG3P	1	2	1	1	11	3	2	2	2	1	0	4	0	4	0	5	1	2	0
PTTG4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTX3	17	9	24	21	82	4	126	9	16	1	48	13	9	9	4	3	23	13	16
PTX4	85	159	5	7	44	236	20	183	2	6	0	6	15	17	6	29	4	5	0
PUDP	452	531	710	420	338	781	1011	9917	432	1063	1356	828	553	688	851	1441	1444	377	111
PUDPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUDPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUDPP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUF60	4443	4874	4367	5163	13040	5980	5224	9245	4751	3599	4235	5171	2115	3259	3326	4834	2103	6704	5644
PUM1	8293	8404	8348	8676	11822	7740	9822	12225	4204	3138	8627	6624	1895	3193	2341	4679	4472	6400	8146
PUM2	11197	13048	12641	9890	14419	12046	9078	20374	6027	6362	6519	5474	2128	2416	4296	8155	3948	5079	4504
PUM3	1056	1463	1827	752	2348	1693	1091	2856	703	1081	1121	961	339	883	708	925	604	1920	1289
PURA	1067	1296	1481	287	1256	812	390	2589	249	1109	367	231	194	154	597	1146	147	320	98
PURB	5934	6058	5881	5270	3093	5236	10693	11917	6377	3729	8552	7046	2043	2043	3602	4498	6660	4213	4642
PURG	52	3	37	48	21	4	12	44	5	5	9	1	4	2	8	8	3	0	0
PUS1	1521	1509	1443	760	4314	1742	1506	3728	778	978	814	927	514	816	905	1477	663	2445	1016
PUS10	278	459	408	224	525	378	368	701	180	225	156	207	130	158	134	293	160	250	103
PUS3	176	426	293	103	804	356	107	568	95	182	61	126	66	137	124	229	49	177	81
PUS7	195	193	393	79	669	422	388	1232	227	509	124	335	76	200	272	339	172	592	174
PUS7L	2217	2324	2943	1065	1745	1461	1395	4643	541	1062	775	751	495	457	914	998	719	873	336
PUSL1	230	176	246	126	566	270	217	422	137	171	62	163	84	172	119	304	79	353	243
PVALB	1	0	9	12	2	0	1	0	1	0	12	5	0	0	0	0	1	1	0
PVR	70	10	4	6	29	147	159	230	284	7	112	222	189	83	74	32	61	15	2
PVRIG	18	13	28	8	32	23	0	7	1	3	2	4	3	3	9	7	1	3	1
PVRIG2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVRL3-AS1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PVT1	2489	1621	1615	1915	3682	1857	327	1189	546	647	661	822	216	578	456	552	356	1355	825
PWAR1	57	9	36	35	14	24	26	42	8	7	4	10	5	1	2	19	7	9	3
PWAR5	640	362	882	619	135	92	1367	745	492	135	1351	535	179	285	132	133	627	228	360
PWAR6	2447	626	2133	2510	856	817	1354	2150	329	455	727	339	264	186	392	465	455	406	147
PWP1	1973	2906	2470	3005	4000	2692	2642	4289	1782	1867	2634	2305	848	1495	1014	2181	1594	2786	1128
PWP2	0	2	3	1	6	1	9	6	1	3	6	6	2	1	1	2	3	5	4
PWRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWWP2A	1758	1995	2077	1761	3393	1936	1276	2414	1329	1325	1124	1307	460	724	694	1603	838	1452	850
PWWP2AP1	0	0	0	0	0	0	0	6	0	0	1	0	1	0	2	0	2	0	0
PWWP2B	244	45	252	38	264	51	352	1040	318	113	143	393	120	230	586	152	84	575	133
PXDC1	138	106	585	113	1255	63	149	452	147	19	139	226	85	16	78	246	163	2	37
PXDN	22586	33408	11649	19621	49340	28963	33864	42497	19815	13117	14782	22877	9054	16440	12452	17220	10086	33127	8342
PXDNL	38	21	26	10	29	9	8	24	5	3	7	4	5	3	8	9	2	76	6
PXK	6722	5731	5133	5489	6127	6572	5272	10669	4002	3529	2713	4561	1111	1967	2497	2965	2475	3793	1284
PXMP2	119	103	159	119	386	189	152	265	114	87	76	104	36	62	75	95	69	176	29
PXMP4	482	560	610	122	1088	608	75	895	73	322	53	103	80	160	205	417	64	174	11
PXN	6742	3119	5328	3117	5089	2976	8321	2270	1686	1229	3141	2507	536	2995	1108	2761	1277	1357	1145
PXN-AS1	214	276	274	252	475	275	167	310	98	85	110	127	68	136	112	163	75	295	58
PXT1	5	5	9	19	4	6	23	7	18	5	31	20	4	14	2	2	7	1	4
PXYLP1	164	87	90	302	85	86	194	155	77	41	127	90	37	40	25	385	22	65	13
PYCARD	787	1956	1020	378	3732	1614	789	2440	897	1278	234	627	420	690	585	1433	214	1109	203
PYCARD-AS1	138	199	118	109	311	274	168	602	98	241	60	130	85	103	153	313	58	162	35
PYCR1	91	425	17	279	394	766	179	111	113	125	16	149	105	150	98	115	41	1326	311
PYCR2	1637	3112	2064	1112	7154	3284	922	4075	566	1495	760	1072	651	1158	1099	2491	553	1471	251
PYCRL	259	345	398	56	1056	529	131	589	75	206	38	103	68	167	200	366	43	295	57
PYDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGB	2051	3128	2191	1714	5545	2731	3441	6277	2124	1905	1364	2329	918	1479	1443	3986	1196	2175	1029
PYGL	490	334	126	19	1008	259	92	1408	1580	3930	193	189	152	275	648	518	70	74	79
PYGM	614	595	639	722	671	399	612	1844	920	666	663	653	209	395	256	853	278	328	79
PYGO1	11	0	677	0	13	1	4	0	11	0	0	1	0	0	0	0	1	1	1
PYGO2	3191	4714	4624	2293	10043	4970	1675	7338	789	2201	721	906	643	854	1362	3692	491	1684	285
PYHIN1	4401	3715	1945	2792	1411	3372	800	1289	46	903	726	220	277	416	312	1238	293	1755	18
PYHIN5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYM1	589	990	531	435	1726	1202	535	3180	398	779	494	600	253	354	600	1050	270	374	113
PYROXD1	667	662	429	958	328	700	632	776	277	160	661	372	177	172	192	316	445	1212	749
PYROXD2	1288	1392	1159	558	5132	1065	675	1457	409	243	588	530	218	592	348	410	302	534	156
PYURF	1387	1826	1484	1646	3092	1988	2526	3656	1660	1649	1736	2161	817	881	1379	2111	1408	1411	564
PYY	3	1	2	7	3	3	4	5	0	3	6	3	1	2	1	1	1	0	0
PYY2	34	48	13	71	24	35	24	64	16	13	68	31	7	14	11	32	14	28	14
PYY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PZP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QARS	9811	8428	10908	14734	31739	14758	14304	21020	12367	6325	10506	12713	5352	8882	5799	10332	8212	23235	9223
QDPR	486	301	527	385	2117	706	893	1680	575	140	342	565	429	473	532	552	429	510	334
QKI	4151	4709	3206	4189	5164	3660	6946	11450	4685	4333	5346	5916	2153	2615	2740	2919	3771	2744	3882
QPCT	24	13	5	4	11	0	11	35	29	10	15	11	4	18	9	13	3	13	19
QPCTL	202	184	236	194	544	216	634	814	255	198	433	639	195	417	244	348	366	478	655
QPRT	265	688	1520	722	458	300	382	265	310	185	57	98	82	151	90	204	89	571	127
QRFP	4	10	9	0	16	4	0	0	0	0	0	2	1	2	0	0	5	0	0
QRFPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRICH1	6928	5455	7232	11266	17610	9418	12659	12971	8094	3885	13688	11092	2832	5396	2945	7903	8072	9059	8217
QRICH2	1202	588	620	590	4368	1006	1311	1862	617	859	755	585	375	495	246	951	428	1112	225
QRSL1	2149	9623	910	2553	3790	10886	1836	7691	1369	6019	1149	1263	655	924	1190	3831	495	2524	868
QRSL1P1	0	2	0	3	2	2	0	1	0	0	0	0	1	2	0	2	0	0	0
QRSL1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QRSL1P3	0	4	0	0	2	2	0	1	0	3	1	0	0	0	0	1	2	0	0
QSER1	1641	2027	2440	1732	1925	1465	1585	3905	787	748	836	1187	432	584	764	979	719	1330	695
QSOX1	950	843	914	689	2285	905	1479	2606	1619	799	1399	1346	693	917	853	1826	1052	1894	938
QSOX2	6131	3178	5054	3249	11882	2903	7293	3774	2712	2247	9604	3489	1176	1895	839	2920	1814	7575	8274
