,length
ENSG00000163157,1843
ENSG00000163159,1780
ENSG00000143398,5405
ENSG00000159352,3021
ENSG00000143373,6324
ENSG00000143393,5456
ENSG00000143390,4555
ENSG00000143416,3476
ENSG00000159377,2125
ENSG00000143442,10301
ENSG00000143375,6616
ENSG00000143367,3878
ENSG00000143376,16711
ENSG00000159409,6774
ENSG00000178796,2276
ENSG00000143436,1740
ENSG00000143450,4633
ENSG00000182134,5092
ENSG00000213171,2644
ENSG00000143365,6517
ENSG00000225556,1757
ENSG00000196407,1161
ENSG00000159445,6937
ENSG00000197747,1012
ENSG00000163191,649
ENSG00000182898,3606
ENSG00000159450,6995
ENSG00000215853,3569
ENSG00000197915,9629
ENSG00000143631,12793
ENSG00000143520,9124
ENSG00000143536,1902
ENSG00000186207,860
ENSG00000169509,718
ENSG00000185966,619
ENSG00000163202,625
ENSG00000244057,425
ENSG00000187238,288
ENSG00000185962,270
ENSG00000187223,625
ENSG00000187180,614
ENSG00000159455,608
ENSG00000187173,611
ENSG00000187170,672
ENSG00000198854,949
ENSG00000203786,2492
ENSG00000240386,357
ENSG00000186226,1299
ENSG00000172155,460
ENSG00000197084,692
ENSG00000196734,1138
ENSG00000186844,625
ENSG00000235942,640
ENSG00000285946,345
ENSG00000163206,770
ENSG00000163207,2152
ENSG00000283227,817
ENSG00000184148,751
ENSG00000169474,270
ENSG00000163209,1441
ENSG00000169469,619
ENSG00000163216,1052
ENSG00000241794,677
ENSG00000196805,617
ENSG00000203785,735
ENSG00000244094,675
ENSG00000159516,589
ENSG00000203784,536
ENSG00000203783,1222
ENSG00000203782,1245
ENSG00000159527,1173
ENSG00000163218,2273
ENSG00000163220,573
ENSG00000163221,485
ENSG00000143546,891
ENSG00000184330,4458
ENSG00000197364,339
ENSG00000143556,486
ENSG00000197956,971
ENSG00000196420,784
ENSG00000196154,946
ENSG00000188015,841
ENSG00000196754,1546
ENSG00000188643,1701
ENSG00000189334,1277
ENSG00000189171,2216
ENSG00000160678,3030
ENSG00000160679,5625
ENSG00000143553,1517
ENSG00000143621,2261
ENSG00000169418,4952
ENSG00000143624,10467
ENSG00000143554,5470
ENSG00000143614,9244
ENSG00000198837,7606
ENSG00000160741,3602
ENSG00000143570,3388
ENSG00000285779,2253
ENSG00000143578,2902
ENSG00000143543,1482
ENSG00000285641,1706
ENSG00000143545,2751
ENSG00000143552,5889
ENSG00000143549,15156
ENSG00000163263,674
ENSG00000143612,2670
ENSG00000143569,7503
ENSG00000143575,2077
ENSG00000143595,2292
ENSG00000143515,7597
ENSG00000160712,6453
ENSG00000169291,8740
ENSG00000163239,2706
ENSG00000160714,4190
ENSG00000160716,5882
ENSG00000160710,12242
ENSG00000143603,13599
ENSG00000163344,1002
ENSG00000163346,3851
ENSG00000163348,3664
ENSG00000160691,4342
ENSG00000173207,2340
ENSG00000160688,4019
ENSG00000163352,730
ENSG00000160685,4303
ENSG00000163354,3071
ENSG00000163357,3193
ENSG00000143537,6584
ENSG00000243364,1257
ENSG00000251246,1042
ENSG00000143590,1944
ENSG00000169242,2165
ENSG00000169241,2340
ENSG00000179085,622
ENSG00000163463,3814
ENSG00000273088,753
ENSG00000163462,4533
ENSG00000185499,4717
ENSG00000169231,4623
ENSG00000173171,3282
ENSG00000177628,3648
ENSG00000160767,4468
ENSG00000116521,2442
ENSG00000176444,3658
ENSG00000143630,4241
ENSG00000143627,3168
ENSG00000160752,3718
ENSG00000160753,5429
ENSG00000116539,13783
ENSG00000125459,4192
ENSG00000163374,5001
ENSG00000132676,4588
ENSG00000116580,11970
ENSG00000132718,5182
ENSG00000143622,4038
ENSG00000132680,5646
ENSG00000173080,1450
ENSG00000116584,9155
ENSG00000163479,6643
ENSG00000160803,3884
ENSG00000116586,1404
ENSG00000132698,1689
ENSG00000254726,6591
ENSG00000160789,8141
ENSG00000196189,6771
ENSG00000160785,7293
ENSG00000260238,1007
ENSG00000160783,2520
ENSG00000242252,964
ENSG00000160781,2531
ENSG00000198952,5304
ENSG00000163472,3032
ENSG00000198715,3471
ENSG00000189030,684
ENSG00000163468,3864
ENSG00000163467,1115
ENSG00000132677,3384
ENSG00000116604,6351
ENSG00000183856,6742
ENSG00000187862,3782
ENSG00000163382,10113
ENSG00000160818,4623
ENSG00000132702,2204
ENSG00000132692,4765
ENSG00000132688,5568
ENSG00000143320,1082
ENSG00000143319,5229
ENSG00000143303,3169
ENSG00000143314,1695
ENSG00000143321,3674
ENSG00000143294,4071
ENSG00000027869,2498
ENSG00000198400,5205
ENSG00000027644,5200
ENSG00000187800,5530
ENSG00000160838,2649
ENSG00000132694,9322
ENSG00000253831,2100
ENSG00000117036,6707
ENSG00000143297,12414
ENSG00000163518,3882
ENSG00000160856,6450
ENSG00000132704,5058
ENSG00000163534,3950
ENSG00000073754,2469
ENSG00000183853,7872
ENSG00000288460,1015
ENSG00000158473,4359
ENSG00000158477,1809
ENSG00000158481,2442
ENSG00000158485,1395
ENSG00000158488,2203
ENSG00000186306,945
ENSG00000180708,3023
ENSG00000173285,3936
ENSG00000198965,1192
ENSG00000197532,5128
ENSG00000186440,3255
ENSG00000279111,981
ENSG00000198967,6323
ENSG00000163554,10108
ENSG00000196171,975
ENSG00000203757,1875
ENSG00000197403,2728
ENSG00000180433,1172
ENSG00000188340,3455
ENSG00000163563,2025
ENSG00000163564,3484
ENSG00000163565,5294
ENSG00000163568,1874
ENSG00000162706,3847
ENSG00000213088,2106
ENSG00000179639,1165
ENSG00000196184,3557
ENSG00000184155,930
ENSG00000132703,925
ENSG00000132693,2015
ENSG00000158716,827
ENSG00000181036,2677
ENSG00000158714,3178
ENSG00000256029,8100
ENSG00000243284,1818
ENSG00000213085,2627
ENSG00000158710,2262
ENSG00000085552,6637
ENSG00000162723,1139
ENSG00000177807,6252
ENSG00000143315,7038
ENSG00000162728,4202
ENSG00000162729,2592
ENSG00000018625,6298
ENSG00000132681,6271
ENSG00000143318,2157
ENSG00000162734,2763
ENSG00000132716,7605
ENSG00000258465,3202
ENSG00000162735,4466
ENSG00000122218,7688
ENSG00000162736,4131
ENSG00000171786,2557
ENSG00000162738,5354
ENSG00000162739,2746
ENSG00000066294,9255
ENSG00000117090,4263
ENSG00000117091,3254
ENSG00000026751,4833
ENSG00000122224,9118
ENSG00000122223,2889
ENSG00000179914,1492
ENSG00000158764,1646
ENSG00000158769,5061
ENSG00000270149,2114
ENSG00000215845,1197
ENSG00000158773,2336
ENSG00000186517,5064
ENSG00000143217,3458
ENSG00000162755,1720
ENSG00000143256,621
ENSG00000158793,3794
ENSG00000158796,2821
ENSG00000143222,2100
ENSG00000143258,3764
ENSG00000143224,4725
ENSG00000158850,3890
ENSG00000158859,10338
ENSG00000158864,8898
ENSG00000158869,964
ENSG00000158874,945
ENSG00000158882,3291
ENSG00000143257,3247
ENSG00000248485,1406
ENSG00000158887,2150
ENSG00000143252,1902
ENSG00000188931,774
ENSG00000143226,5422
ENSG00000173110,2355
ENSG00000203747,2725
ENSG00000162747,2787
ENSG00000072694,6651
ENSG00000132185,3275
ENSG00000162746,2592
ENSG00000081721,1762
ENSG00000118217,14263
ENSG00000162745,3430
ENSG00000198929,7854
ENSG00000254706,1171
ENSG00000171722,1848
ENSG00000239887,4313
ENSG00000198574,2795
ENSG00000152332,9248
ENSG00000117143,3437
ENSG00000162733,11099
ENSG00000132196,4778
ENSG00000185860,4316
ENSG00000117152,4729
ENSG00000143248,6624
ENSG00000143228,3362
ENSG00000185630,21370
ENSG00000162761,4185
ENSG00000143171,2691
ENSG00000162763,1372
ENSG00000143198,8052
ENSG00000143149,3308
ENSG00000143183,5326
ENSG00000143179,6984
ENSG00000188859,5719
ENSG00000143157,8463
ENSG00000152382,2900
ENSG00000143195,13946
ENSG00000143194,3148
ENSG00000143167,2946
ENSG00000198842,4274
ENSG00000143190,16031
ENSG00000198821,4034
ENSG00000143162,3286
ENSG00000198771,8165
ENSG00000197965,7069
ENSG00000143199,6141
ENSG00000143158,2638
ENSG00000143164,6306
ENSG00000143147,11224
ENSG00000143155,3186
ENSG00000213064,11217
ENSG00000143178,3810
ENSG00000143185,562
ENSG00000143184,1227
ENSG00000143196,1719
ENSG00000143153,2865
ENSG00000143156,5718
ENSG00000117475,3820
ENSG00000117477,3961
ENSG00000117479,4364
ENSG00000198734,9373
ENSG00000174175,3490
ENSG00000000460,5970
ENSG00000188404,2731
ENSG00000007908,4586
ENSG00000171806,1575
ENSG00000000457,6883
ENSG00000075945,4978
ENSG00000203740,2322
ENSG00000120370,4159
ENSG00000116132,8248
ENSG00000117501,3831
ENSG00000007933,3439
ENSG00000094963,6201
ENSG00000010932,3602
ENSG00000076258,2542
ENSG00000117523,14173
ENSG00000283683,2645
ENSG00000034971,2104
ENSG00000117533,4986
ENSG00000010165,3831
ENSG00000197959,11329
ENSG00000135845,5225
ENSG00000180999,1728
ENSG00000094975,7894
ENSG00000117560,1805
ENSG00000120337,2008
ENSG00000117586,3963
ENSG00000117592,2311
ENSG00000162753,5123
ENSG00000285777,1786
ENSG00000183831,4125
ENSG00000232113,812
ENSG00000076321,4244
ENSG00000120334,4914
ENSG00000117593,7353
ENSG00000185278,19464
ENSG00000117601,1721
ENSG00000135870,11698
ENSG00000152061,16071
ENSG00000203737,1582
ENSG00000116161,4611
ENSG00000120333,2594
ENSG00000120332,5042
ENSG00000235750,4767
ENSG00000116147,12806
ENSG00000143207,4177
ENSG00000116183,10926
ENSG00000152092,9201
ENSG00000198797,4492
ENSG00000120341,7377
ENSG00000075391,16081
ENSG00000188585,3368
ENSG00000240021,4007
ENSG00000116191,9178
ENSG00000116194,3598
ENSG00000116199,6046
ENSG00000186283,3224
ENSG00000143322,16689
ENSG00000057252,7005
ENSG00000162779,6089
ENSG00000116218,1874
ENSG00000162782,4090
ENSG00000143340,2909
ENSG00000169905,18876
ENSG00000143337,4692
ENSG00000135837,14261
ENSG00000116260,9276
ENSG00000121454,6085
ENSG00000230124,7512
ENSG00000143324,8913
ENSG00000135835,10452
ENSG00000135823,6477
ENSG00000153029,9348
ENSG00000162783,4201
ENSG00000198216,18271
ENSG00000179930,3649
ENSG00000135821,12638
ENSG00000203730,2551
ENSG00000121446,9063
ENSG00000135828,6125
ENSG00000143333,2408
ENSG00000135824,6685
ENSG00000135838,4975
ENSG00000135829,5898
ENSG00000157060,2982
ENSG00000135862,8446
ENSG00000058085,6770
ENSG00000157064,6943
ENSG00000116698,8317
ENSG00000116701,2929
ENSG00000162704,10650
ENSG00000143344,5306
ENSG00000173627,2782
ENSG00000198756,7806
ENSG00000198860,10197
ENSG00000116667,11594
ENSG00000116406,7792
ENSG00000135842,8330
ENSG00000121481,3906
ENSG00000121486,4914
ENSG00000116668,4068
ENSG00000116679,7873
ENSG00000143341,18739
ENSG00000116690,5049
ENSG00000047410,12350
ENSG00000157181,4073
ENSG00000116703,1331
ENSG00000073756,5484
ENSG00000116711,2879
ENSG00000162670,4273
ENSG00000150681,2801
ENSG00000253148,1794
ENSG00000090104,4074
ENSG00000127074,5928
ENSG00000116741,2088
ENSG00000116750,6661
ENSG00000116747,9070
ENSG00000023572,6210
ENSG00000134371,10512
ENSG00000162630,3548
ENSG00000162687,7192
ENSG00000000971,7980
ENSG00000116785,4261
ENSG00000244414,2223
ENSG00000134365,2476
ENSG00000080910,2750
ENSG00000134389,2814
ENSG00000143278,2893
ENSG00000066279,11994
ENSG00000177888,8679
ENSG00000134376,12721
ENSG00000213047,13203
ENSG00000203724,628
ENSG00000143355,10442
ENSG00000151414,5454
ENSG00000151418,678
ENSG00000081237,9168
ENSG00000116833,7543
ENSG00000162702,4895
ENSG00000118193,7294
ENSG00000118197,4410
ENSG00000118200,7777
ENSG00000170128,1198
ENSG00000163362,5341
ENSG00000116852,12164
ENSG00000081248,7266
ENSG00000232237,2026
ENSG00000116857,3919
ENSG00000163395,12117
ENSG00000081277,6211
ENSG00000118194,7342
ENSG00000159166,3261
ENSG00000159173,7524
ENSG00000174307,3243
ENSG00000159176,10318
ENSG00000134369,22453
ENSG00000198700,11904
ENSG00000198892,1911
ENSG00000163431,3967
ENSG00000134375,3504
ENSG00000176393,3455
ENSG00000163435,7186
ENSG00000170075,6529
ENSG00000143862,1975
ENSG00000143851,5906
ENSG00000133067,4685
ENSG00000077152,1652
ENSG00000077157,21069
ENSG00000143858,7811
ENSG00000117139,24899
ENSG00000183155,3119
ENSG00000117153,3508
ENSG00000159346,3113
ENSG00000159348,4495
ENSG00000163444,4038
ENSG00000143847,9707
ENSG00000122180,1507
ENSG00000163485,4191
ENSG00000133055,1818
ENSG00000133048,3363
ENSG00000133063,7732
ENSG00000159388,2757
ENSG00000122176,3034
ENSG00000188783,5769
ENSG00000188770,1434
ENSG00000058668,9495
ENSG00000122188,3336
ENSG00000058673,12829
ENSG00000257315,12481
ENSG00000288644,99
ENSG00000182004,2080
ENSG00000143842,7420
ENSG00000143845,4513
ENSG00000143839,1749
ENSG00000170498,714
ENSG00000174567,1029
ENSG00000143850,9656
ENSG00000158615,5259
ENSG00000133056,9414
ENSG00000198625,11008
ENSG00000170382,5686
ENSG00000163531,21271
ENSG00000184144,17721
ENSG00000174529,1332
ENSG00000117222,4404
ENSG00000133059,8475
ENSG00000133069,5822
ENSG00000163545,3391
ENSG00000162873,3666
ENSG00000186007,1041
ENSG00000281406,6731
ENSG00000117266,6830
ENSG00000174514,5790
ENSG00000158711,12191
ENSG00000158715,3752
ENSG00000069275,6449
ENSG00000117280,3904
ENSG00000133065,6378
ENSG00000162877,2611
ENSG00000174502,5628
ENSG00000276600,3686
ENSG00000196188,3562
ENSG00000263961,1721
ENSG00000198049,5062
ENSG00000196550,3761
ENSG00000266028,15675
ENSG00000263528,3791
ENSG00000266094,6975
ENSG00000143486,8066
ENSG00000143479,10314
ENSG00000162889,4232
ENSG00000136634,3439
ENSG00000142224,6231
ENSG00000162891,1298
ENSG00000162892,1979
ENSG00000162894,3417
ENSG00000162896,4372
ENSG00000162897,3541
ENSG00000182795,5501
ENSG00000123836,10176
ENSG00000180667,6652
ENSG00000123843,3201
ENSG00000123838,2470
ENSG00000196352,5752
ENSG00000117322,4885
ENSG00000203710,12583
ENSG00000197721,2768
ENSG00000117335,8711
ENSG00000174059,9219
ENSG00000076356,13845
ENSG00000008118,3328
ENSG00000196878,4647
ENSG00000123689,876
ENSG00000117594,1512
ENSG00000009790,7750
ENSG00000162757,4684
ENSG00000117595,4971
ENSG00000117597,10411
ENSG00000143469,13977
ENSG00000082497,5470
ENSG00000054392,6645
ENSG00000143473,9797
ENSG00000284299,4652
ENSG00000283952,536
ENSG00000117625,9092
ENSG00000082512,9022
ENSG00000198570,3511
ENSG00000170385,5893
ENSG00000117650,3095
ENSG00000123684,8790
ENSG00000143493,5326
ENSG00000143476,4923
ENSG00000066027,3942
ENSG00000065600,2917
ENSG00000117691,1264
ENSG00000162772,4040
ENSG00000162771,2302
ENSG00000123685,2569
ENSG00000117697,13867
ENSG00000203705,3992
ENSG00000185523,506
ENSG00000162769,6422
ENSG00000143494,9086
ENSG00000174606,7317
ENSG00000117707,8936
ENSG00000143499,4889
ENSG00000152104,18752
ENSG00000117724,11673
ENSG00000082482,4294
ENSG00000136636,5017
ENSG00000042781,20633
ENSG00000196482,10932
ENSG00000092978,8841
ENSG00000162814,6515
ENSG00000067533,7877
ENSG00000092969,6050
ENSG00000143353,2941
ENSG00000215817,4965
ENSG00000196660,8831
ENSG00000136628,5323
ENSG00000162813,3113
ENSG00000067704,4135
ENSG00000118873,10343
ENSG00000116141,15255
ENSG00000162817,2891
ENSG00000117791,2597
ENSG00000186205,9106
ENSG00000286231,1516
ENSG00000136630,5629
ENSG00000143507,2827
ENSG00000143512,3290
ENSG00000143498,2891
ENSG00000154305,10155
ENSG00000186063,4232
ENSG00000162819,4980
ENSG00000197520,2603
ENSG00000154309,13030
ENSG00000187554,7733
ENSG00000143502,5336
ENSG00000178395,2051
ENSG00000203697,5174
ENSG00000162909,8585
ENSG00000143514,5979
ENSG00000143756,6020
ENSG00000143753,2446
ENSG00000143748,4615
ENSG00000143771,5090
ENSG00000162923,11146
ENSG00000143786,6367
ENSG00000185842,19693
ENSG00000143815,5710
ENSG00000154380,15044
ENSG00000143742,2220
ENSG00000143819,2476
ENSG00000196187,10350
ENSG00000243709,1891
ENSG00000255835,1625
ENSG00000143811,3602
ENSG00000143768,2286
ENSG00000143751,3987
ENSG00000163041,3826
ENSG00000182827,3589
ENSG00000185155,2035
ENSG00000183814,4442
ENSG00000143799,18399
ENSG00000203685,7843
ENSG00000143772,7036
ENSG00000288674,9620
ENSG00000143801,16397
ENSG00000163050,4736
ENSG00000143776,14055
ENSG00000181450,8915
ENSG00000143740,10190
ENSG00000081692,4315
ENSG00000185888,1267
ENSG00000143816,4005
ENSG00000154342,2996
ENSG00000143761,3281
ENSG00000143793,4308
ENSG00000162910,1886
ENSG00000143774,4725
ENSG00000198835,2165
ENSG00000181873,10230
ENSG00000154358,39568
ENSG00000154370,8488
ENSG00000162931,3553
ENSG00000168148,516
ENSG00000181218,895
ENSG00000196890,2364
ENSG00000168159,3386
ENSG00000116574,3965
ENSG00000168118,3310
ENSG00000154429,6257
ENSG00000143632,1495
ENSG00000069248,6081
ENSG00000135776,4268
ENSG00000135801,6402
ENSG00000135763,5989
ENSG00000143641,7712
ENSG00000177614,11257
ENSG00000135775,10946
ENSG00000135744,12703
ENSG00000135773,2593
ENSG00000119280,5161
ENSG00000143643,4212
ENSG00000173409,2125
ENSG00000182118,2402
ENSG00000119283,9326
ENSG00000143633,5413
ENSG00000116906,3261
ENSG00000116903,5100
ENSG00000010072,5906
ENSG00000135766,5381
ENSG00000287856,3690
ENSG00000116918,6353
ENSG00000270106,4207
ENSG00000162946,12931
ENSG00000116991,8552
ENSG00000212916,3516
ENSG00000135778,15854
ENSG00000135749,13827
ENSG00000143674,7960
ENSG00000135750,3527
ENSG00000183780,3447
ENSG00000168275,2288
ENSG00000059588,7819
ENSG00000168264,5377
ENSG00000173726,3438
ENSG00000188739,2939
ENSG00000054267,11073
ENSG00000152904,3809
ENSG00000285053,5184
ENSG00000284770,12444
ENSG00000162885,10279
ENSG00000168243,5194
ENSG00000143669,19614
ENSG00000116962,5811
ENSG00000077585,2307
ENSG00000086619,5788
ENSG00000186197,3996
ENSG00000116977,9462
ENSG00000119285,9061
ENSG00000077522,6061
ENSG00000116984,19254
ENSG00000244020,339
ENSG00000198626,17855
ENSG00000116996,2474
ENSG00000270188,1552
ENSG00000133019,15173
ENSG00000155816,18429
ENSG00000180875,4176
ENSG00000182901,2576
ENSG00000091483,2136
ENSG00000117009,5946
ENSG00000054277,3724
ENSG00000203668,7778
ENSG00000162843,4939
ENSG00000174371,4137
ENSG00000196289,1296
ENSG00000197769,1207
ENSG00000180287,9546
ENSG00000143702,10939
ENSG00000054282,5321
ENSG00000117020,16643
ENSG00000179456,3906
ENSG00000173728,1151
ENSG00000035687,3441
ENSG00000179397,4431
ENSG00000121644,4936
ENSG00000284188,1065
ENSG00000203667,4570
ENSG00000153187,22512
ENSG00000203666,8607
ENSG00000162849,14404
ENSG00000185420,5866
ENSG00000162851,1784
ENSG00000162852,5933
ENSG00000143653,2141
ENSG00000153207,9579
ENSG00000197472,3756
ENSG00000135747,3197
ENSG00000277462,4197
ENSG00000188295,1980
ENSG00000196418,4517
ENSG00000162714,10531
ENSG00000162711,4753
ENSG00000177535,6414
ENSG00000169224,4680
ENSG00000196242,8509
ENSG00000177489,954
ENSG00000177476,930
ENSG00000198452,3009
ENSG00000197437,2568
ENSG00000169214,1762
ENSG00000239395,453
ENSG00000241128,1087
ENSG00000153230,945
ENSG00000221888,3980
ENSG00000196772,1367
ENSG00000197591,969
ENSG00000162722,5170
ENSG00000238243,945
ENSG00000177462,2422
ENSG00000177275,1873
ENSG00000279263,939
ENSG00000187080,1154
ENSG00000197454,2429
ENSG00000203663,4375
ENSG00000198128,2929
ENSG00000196071,2019
ENSG00000162727,939
ENSG00000198601,1229
ENSG00000228198,9933
ENSG00000171180,5934
ENSG00000177212,4132
ENSG00000177201,5722
ENSG00000177186,939
ENSG00000177174,939
ENSG00000196944,1047
ENSG00000198104,4670
ENSG00000175143,2104
ENSG00000196240,3530
ENSG00000196539,957
ENSG00000203661,2525
ENSG00000188558,6197
ENSG00000182783,2637
ENSG00000183310,957
ENSG00000184022,3522
ENSG00000279301,3770
ENSG00000177151,2957
ENSG00000187701,1285
ENSG00000286015,2544
ENSG00000189181,1007
ENSG00000259823,1162
ENSG00000175137,5724
ENSG00000171161,3741
ENSG00000171163,3929
ENSG00000185220,3651
ENSG00000184731,4088
ENSG00000035115,11132
ENSG00000143727,4160
ENSG00000189292,1986
ENSG00000151353,8469
ENSG00000172554,4488
ENSG00000115705,8453
ENSG00000130508,11266
ENSG00000186487,35151
ENSG00000032389,5723
ENSG00000171853,9193
ENSG00000182551,5350
ENSG00000286905,2773
ENSG00000171865,5945
ENSG00000118004,2778
ENSG00000151360,2537
ENSG00000214866,2856
ENSG00000176887,9002
ENSG00000134326,4390
ENSG00000134321,5659
ENSG00000151692,6450
ENSG00000115738,2213
ENSG00000134313,15361
ENSG00000143797,8694
ENSG00000151693,7257
ENSG00000119185,6659
ENSG00000119203,3686
ENSG00000134330,5901
ENSG00000151694,10728
ENSG00000134308,2701
ENSG00000115750,3975
ENSG00000134317,7952
ENSG00000172059,4594
ENSG00000205795,2847
ENSG00000171848,9153
ENSG00000115756,6237
ENSG00000115758,2791
ENSG00000115761,3836
ENSG00000143882,3502
ENSG00000143870,4096
ENSG00000162975,2292
ENSG00000150873,7902
ENSG00000162976,2271
ENSG00000134318,10198
ENSG00000169016,4067
ENSG00000196208,12432
ENSG00000169006,1600
ENSG00000134324,11861
ENSG00000071575,4588
ENSG00000162981,8365
ENSG00000151779,8947
ENSG00000079785,10125
ENSG00000134323,2616
ENSG00000197872,5448
ENSG00000214842,3724
ENSG00000163032,3790
ENSG00000163029,9824
ENSG00000178295,11832
ENSG00000151379,1339
ENSG00000170745,3128
ENSG00000240857,1586
ENSG00000250741,2150
ENSG00000185013,3987
ENSG00000143867,5279
ENSG00000183891,1995
ENSG00000118965,7807
ENSG00000132031,3151
ENSG00000068697,1546
ENSG00000115884,3613
ENSG00000055917,6969
ENSG00000143878,2367
ENSG00000118960,14625
ENSG00000143869,9267
ENSG00000118961,4433
ENSG00000084674,14828
ENSG00000218819,7180
ENSG00000119771,11109
ENSG00000119778,10501
ENSG00000173960,6838
ENSG00000205639,4522
ENSG00000163026,3870
ENSG00000119782,1677
ENSG00000115128,1125
ENSG00000219626,4927
ENSG00000115129,2312
ENSG00000176732,1605
ENSG00000276087,2400
ENSG00000186453,2281
ENSG00000198399,11844
ENSG00000084676,8633
ENSG00000184924,1932
ENSG00000138092,5518
ENSG00000138031,6456
ENSG00000115137,5624
ENSG00000084710,10643
ENSG00000115138,1538
ENSG00000119772,12060
ENSG00000138101,7146
